symbol,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,biotype
ANXA1,ENSG00000135046,6424.999817817895,0.14186904527474462,0.15596577943802523,0.9096164927070934,0.3630247976493755,0.999963851841025,protein_coding
PFKL,ENSG00000141959,6439.325262276048,-0.03019783415085824,0.21179116324295433,-0.14258306951275898,0.8866194694208744,0.999963851841025,protein_coding
WWC1,ENSG00000113645,6457.064276027718,0.2258586219688967,0.19496416078603704,1.1584622581827473,0.24667544505599315,0.999963851841025,protein_coding
HNRNPAB,ENSG00000197451,6408.244006573393,-0.11982593445773705,0.09891881290448541,-1.211356373366907,0.22575885190485212,0.999963851841025,protein_coding
CAST,ENSG00000153113,6406.262494897429,0.0629096071090827,0.10628170097550606,0.5919138151880068,0.5539083021832636,0.999963851841025,protein_coding
CAPNS1,ENSG00000126247,6355.619105852747,-0.1338440695962018,0.19920935715799448,-0.671876419389522,0.5016623733957905,0.999963851841025,protein_coding
DDOST,ENSG00000244038,6367.39638101972,-0.0420225777707944,0.16996990096512932,-0.2472354077526683,0.8047260442588313,0.999963851841025,protein_coding
IPO7,ENSG00000205339,6353.53888991568,-0.07130173273890142,0.07255812267626023,-0.982684365429842,0.3257628078827249,0.999963851841025,protein_coding
MELTF,ENSG00000163975,6398.797319404907,0.22328976633569517,0.2300957233244809,0.9704211930128402,0.33183658912321495,0.999963851841025,protein_coding
PDLIM1,ENSG00000107438,6331.870358476262,0.08340146436766145,0.14775593184999122,0.5644542545495537,0.572445024294322,0.999963851841025,protein_coding
TGFBR2,ENSG00000163513,6321.581115195319,-0.04018026289611196,0.16208864458251032,-0.24789067117936456,0.8042189980027764,0.999963851841025,protein_coding
RRBP1,ENSG00000125844,6320.791469720782,0.029109421873013477,0.08018783285930413,0.36301544554880605,0.7165933463716687,0.999963851841025,protein_coding
VDAC1,ENSG00000213585,6283.939309464154,-0.0560591291786732,0.1785260563658245,-0.3140109086586236,0.7535127536068662,0.999963851841025,protein_coding
CNOT1,ENSG00000125107,6270.448857942901,-0.04048909991263733,0.15895423148479887,-0.2547217493641205,0.7989380166567647,0.999963851841025,protein_coding
CLIC1,ENSG00000213719,6298.891735320798,0.07365127243882763,0.09205220653180025,0.8001032806680646,0.42365096056471574,0.999963851841025,protein_coding
GDI1,ENSG00000203879,6303.021579370571,0.06229768103352827,0.0937599793536287,0.6644378706458964,0.5064101012369284,0.999963851841025,protein_coding
DNMT1,ENSG00000130816,6247.907923710246,-0.010800580624913889,0.10622546910454231,-0.10167599838306617,0.9190138539099146,0.999963851841025,protein_coding
PRKAR1A,ENSG00000108946,6224.191220099972,-0.073805637652796,0.05160444674890333,-1.4302185625963422,0.1526542994215238,0.999963851841025,protein_coding
MAP7D1,ENSG00000116871,6258.748521391732,0.14007268463197073,0.18001057464744238,0.7781358673306191,0.43648891987526756,0.999963851841025,protein_coding
CALD1,ENSG00000122786,6192.560231527856,0.02615518057810832,0.17763967012058518,0.14723727284763413,0.8829447417044226,0.999963851841025,protein_coding
HMGA1,ENSG00000137309,6212.801702144231,0.057346501350883414,0.2492426613660562,0.23008300840866125,0.8180272680526222,0.999963851841025,protein_coding
PSMA7,ENSG00000101182,6174.172735703051,-0.1851209118199358,0.14964332481317613,-1.2370809860784107,0.21605701793959436,0.999963851841025,protein_coding
PDIA4,ENSG00000155660,6172.776113598339,0.017324962435472623,0.06705777647924524,0.2583587369741494,0.7961300588958374,0.999963851841025,protein_coding
EIF1,ENSG00000173812,6154.153437870259,-0.04111205683807428,0.17867375420103687,-0.23009566806223014,0.8180174309802102,0.999963851841025,protein_coding
HNRNPA0,ENSG00000177733,6207.506465753629,0.18545834136979744,0.2756289238565584,0.6728551516832568,0.501039446663529,0.999963851841025,protein_coding
TUBA1C,ENSG00000167553,6079.585247853326,-0.09170658562772345,0.34684299887036835,-0.2644037386552483,0.7914688309774941,0.999963851841025,protein_coding
GREM1,ENSG00000166923,6087.591403482454,-0.4770647454208441,0.13348139734570902,-3.574016716241547,3.515464714599294e-4,0.09980767118965184,protein_coding
XPO1,ENSG00000082898,6105.320956443847,-0.02018002338315306,0.23400602711509486,-0.08623719496433142,0.9312778635218153,0.999963851841025,protein_coding
KHSRP,ENSG00000088247,6049.242624951573,-0.14380694028571991,0.14848052700854378,-0.9685239080370792,0.33278278471877926,0.999963851841025,protein_coding
TCP1,ENSG00000120438,6116.178609291089,0.21158641838502618,0.2124123618948111,0.9961116033811914,0.3191959226552353,0.999963851841025,protein_coding
MACF1,ENSG00000127603,6060.874253118411,0.14513606863596804,0.1401082937065823,1.0358849201312452,0.3002558335845075,0.999963851841025,protein_coding
PRSS23,ENSG00000150687,6060.265663452967,0.2962338537534169,0.11606647716277285,2.5522774619753075,0.010702125312042846,0.7974484159214335,protein_coding
LAMB1,ENSG00000091136,6059.201267692045,0.20797658124144033,0.16384855632063036,1.2693220246289942,0.2043262341629499,0.999963851841025,protein_coding
PTGES3,ENSG00000110958,6014.375660476396,-0.045464196677389115,0.20485526830968093,-0.22193325586657903,0.8243658415786721,0.999963851841025,protein_coding
BASP1,ENSG00000176788,6045.9027931734745,0.11454752179953125,0.15504032501176396,0.738824056198539,0.4600138422100193,0.999963851841025,protein_coding
GDF15,ENSG00000130513,6045.886646106592,-0.4113334935045279,1.3578952793667567,-0.3029198935696646,0.7619509103286282,0.999963851841025,protein_coding
CLDN11,ENSG00000013297,6063.650471035738,0.280119855005347,0.10319454883188792,2.71448306307036,0.006637929450384598,0.6215198153807474,protein_coding
MGAT4B,ENSG00000161013,6089.7803471169655,0.2985364823233221,0.24400893736991228,1.2234653596755238,0.2211539801014386,0.999963851841025,protein_coding
SRSF3,ENSG00000112081,6086.27471650812,0.3140588587158769,0.3188449268133177,0.9849893547146101,0.32462929995565526,0.999963851841025,protein_coding
IPO5,ENSG00000065150,6027.9738453989885,0.04868217843923165,0.05667952934704505,0.8589023056481971,0.3903944172655,0.999963851841025,protein_coding
CCNG1,ENSG00000113328,6040.978564105776,0.16850712485251476,0.3875234557697933,0.43483077564372186,0.6636852644456896,0.999963851841025,protein_coding
EPHA2,ENSG00000142627,6048.319410913624,0.1299329456427287,0.35638893127906196,0.3645818773787555,0.715423544798736,0.999963851841025,protein_coding
UHMK1,ENSG00000152332,6032.950572336865,0.13341718902370528,0.08271550939756488,1.6129646059779092,0.10675219759544753,0.999963851841025,protein_coding
SMC4,ENSG00000113810,5968.270550624172,-0.043781598345428635,0.2710159564659646,-0.16154620161978148,0.8716632255545256,0.999963851841025,protein_coding
JUN,ENSG00000177606,6026.307118655554,0.2148693753417731,0.10674918014139721,2.012843331041631,0.04413111379359484,0.999963851841025,protein_coding
MRC2,ENSG00000011028,5963.767092343486,-0.13076444227493508,0.12189155415862825,-1.0727932971037497,0.2833638688962442,0.999963851841025,protein_coding
UBE2Z,ENSG00000159202,6011.165881728357,0.1535625180326874,0.2181625125251851,0.7038904908787198,0.48150097377754947,0.999963851841025,protein_coding
FRMD6,ENSG00000139926,5962.372763350587,0.045994719536011905,0.16986522920503336,0.270771833360285,0.7865665245812121,0.999963851841025,protein_coding
RPS25,ENSG00000118181,5940.204342679921,0.010223832582944917,0.14421713699265096,0.07089193972465217,0.9434837584044206,0.999963851841025,protein_coding
SHC1,ENSG00000160691,5929.423839912226,-0.07142534163743718,0.14884962116335476,-0.47984899846706064,0.6313347688369573,0.999963851841025,protein_coding
ALCAM,ENSG00000170017,5939.307975876966,0.07124889300382305,0.08755421178818759,0.813768881572361,0.4157773651740176,0.999963851841025,protein_coding
CST3,ENSG00000101439,6004.2636280281995,0.35609451128691055,0.2966825891924619,1.2002541580082657,0.23004064761345305,0.999963851841025,protein_coding
RRM1,ENSG00000167325,5938.4224914185725,0.032161370413506696,0.09628319124542169,0.3340289202871221,0.738357735566148,0.999963851841025,protein_coding
ETS1,ENSG00000134954,5930.256259115932,0.13352534183336923,0.13210487868482207,1.0107525411831013,0.3121348829275932,0.999963851841025,protein_coding
CKAP4,ENSG00000136026,5918.285810878541,-0.05152516560506823,0.11504679472521936,-0.4478626782096122,0.6542523050277476,0.999963851841025,protein_coding
RPL23A,ENSG00000198242,5862.144331558241,-0.15546220786237785,0.2807529819884455,-0.5537330601488534,0.579761546186196,0.999963851841025,protein_coding
MYL12B,ENSG00000118680,5857.466603619723,-0.05388454290159966,0.254698349516719,-0.21156219898497045,0.8324486025770901,0.999963851841025,protein_coding
EDIL3,ENSG00000164176,5834.731272767652,-0.29349455468347324,0.12503460442747333,-2.3473066198543107,0.018909686228829853,0.999963851841025,protein_coding
EHD2,ENSG00000024422,5875.830779080162,-0.02433050736916689,0.13983202044653953,-0.17399811067214688,0.8618669470481943,0.999963851841025,protein_coding
MCAM,ENSG00000076706,5899.806386511776,0.052909134897900056,0.09892736445202893,0.5348281053576064,0.5927687265013994,0.999963851841025,protein_coding
E2F7,ENSG00000165891,5910.751574128045,-0.18941742518692245,0.5047143352761131,-0.3752963051530887,0.7074401137391664,0.999963851841025,protein_coding
MYOF,ENSG00000138119,5895.950696691964,0.21312619017145798,0.061649084660790755,3.4570860434365493,5.46050468000374e-4,0.13634018001019862,protein_coding
EIF3B,ENSG00000106263,5957.535213750721,0.32225652721091036,0.2765009591360415,1.1654806848332002,0.24382447420764036,0.999963851841025,protein_coding
TPM2,ENSG00000198467,5925.5763789655975,0.13459747255367685,0.28555529024972387,0.47135345465310285,0.6373883487960706,0.999963851841025,protein_coding
RPL21,ENSG00000122026,5901.580671352162,0.20037612889516337,0.15273802604651035,1.3118941895592307,0.18955583828578013,0.999963851841025,protein_coding
CLSTN1,ENSG00000171603,5826.190364054357,-0.15072170244954325,0.18473041651022937,-0.8159008424105247,0.41455685030305256,0.999963851841025,protein_coding
SEC14L1,ENSG00000129657,5814.926612061926,0.14515978516219044,0.2328507963706192,0.6234025711947555,0.5330200087646075,0.999963851841025,protein_coding
HNRNPD,ENSG00000138668,5837.384288557184,0.19743348529049753,0.2533679592540247,0.7792361981040873,0.43584059055635305,0.999963851841025,protein_coding
UBE2H,ENSG00000186591,5816.46849444716,0.04840539508745425,0.10934565424266943,0.442682385712639,0.6579954848060967,0.999963851841025,protein_coding
ARPC2,ENSG00000163466,5774.9385410747445,-0.045831433738106386,0.12236455621296527,-0.374548277348717,0.7079964458368789,0.999963851841025,protein_coding
TMED9,ENSG00000184840,5808.578537175913,0.09061645643573918,0.13663066326701306,0.663221961080949,0.5071884083733229,0.999963851841025,protein_coding
SLC25A5,ENSG00000005022,5774.659296207767,-0.029914822829395848,0.11887775094618483,-0.25164357999116327,0.8013165703424536,0.999963851841025,protein_coding
SCRIB,ENSG00000180900,5858.546823529992,0.2821840964098462,0.29138007692666634,0.9684399132095275,0.3328247140353566,0.999963851841025,protein_coding
TACC1,ENSG00000147526,5785.368207202725,0.05159354312252232,0.093849561423428,0.5497473013192242,0.5824927085394731,0.999963851841025,protein_coding
KTN1,ENSG00000126777,5757.750678992478,0.049959811348113725,0.18780952117181252,0.26601319803381707,0.7902290445683724,0.999963851841025,protein_coding
EGFR,ENSG00000146648,5760.771114108727,0.02972878563587783,0.16175316327973707,0.18379106184442684,0.8541773683097594,0.999963851841025,protein_coding
KDELR2,ENSG00000136240,5749.978462359089,-0.03914617114341225,0.08178444745672868,-0.4786505547295418,0.6321872469506689,0.999963851841025,protein_coding
S100A10,ENSG00000197747,5716.716320200612,-0.07754571878889648,0.2191779433347857,-0.35380256612066313,0.7234868502433452,0.999963851841025,protein_coding
NCAPD2,ENSG00000010292,5722.93830928339,0.0457237850149477,0.3651580716940911,0.12521641601079686,0.9003522214322537,0.999963851841025,protein_coding
DHCR24,ENSG00000116133,5700.160527180372,0.03357029814850754,0.2973178645537987,0.11291046435735819,0.9101015400302837,0.999963851841025,protein_coding
MLEC,ENSG00000110917,5749.1650714563075,0.0790662350474146,0.10298294140298797,0.7677605045093473,0.4426294828579457,0.999963851841025,protein_coding
CRTAP,ENSG00000170275,5728.965490553826,-0.0016167486057191776,0.23299625196850712,-0.006938946837383912,0.9944635658792007,0.999963851841025,protein_coding
TPX2,ENSG00000088325,5724.363658930258,0.09396401161485331,0.36917076128220155,0.25452723094455826,0.7990882693789687,0.999963851841025,protein_coding
CCT7,ENSG00000135624,5743.921002145453,0.04814276349560261,0.1428431352542778,0.3370323915804757,0.7360924821848571,0.999963851841025,protein_coding
SUPT16H,ENSG00000092201,5706.342125595577,-0.030783262155275843,0.1475436198017263,-0.2086383823078446,0.8347305451475824,0.999963851841025,protein_coding
HEXB,ENSG00000049860,5732.470564414282,0.16903753302676003,0.17075858722590193,0.9899211265032015,0.32221267236993645,0.999963851841025,protein_coding
MAP4K4,ENSG00000071054,5718.2122729349785,0.10725031931282872,0.09651194208092737,1.1112647512874312,0.26645440703373996,0.999963851841025,protein_coding
BUB3,ENSG00000154473,5724.604066760582,0.14517346164694547,0.08865687447400523,1.637475520181024,0.1015311498362348,0.999963851841025,protein_coding
COPA,ENSG00000122218,5681.935877524978,-0.07308569056442278,0.18091686835557647,-0.40397388717109106,0.6862319215258503,0.999963851841025,protein_coding
ATP6AP1,ENSG00000071553,5689.735506858661,0.04255444941219465,0.05782713478187066,0.7358906778403252,0.46179723091717134,0.999963851841025,protein_coding
BNIP3,ENSG00000176171,5642.289872309463,-0.10541693191014179,0.4138304122043083,-0.2547346178562087,0.7989280768530499,0.999963851841025,protein_coding
RPL9,ENSG00000163682,5667.916828874382,0.02821490185006079,0.15119856598717918,0.1866082635496243,0.8519677871885665,0.999963851841025,protein_coding
TNRC18,ENSG00000182095,5715.594210981925,0.15606188310268398,0.2484084328370492,0.6282471223714751,0.5298420652702733,0.999963851841025,protein_coding
H2AFY,ENSG00000113648,5652.374211743263,0.02083244666114316,0.1307449786025186,0.15933649524297566,0.8734037689862142,0.999963851841025,protein_coding
SND1,ENSG00000197157,5613.18972147036,-0.014215650596888967,0.1266442817508161,-0.11224865742347155,0.910626249869879,0.999963851841025,protein_coding
SF3B1,ENSG00000115524,5604.050503915729,0.020967294179999412,0.12007544667784915,0.17461766547704496,0.8613800668099769,0.999963851841025,protein_coding
CBX5,ENSG00000094916,5578.642781451104,-0.04386543802053478,0.200834807308125,-0.21841551575885698,0.8271053775300361,0.999963851841025,protein_coding
ERBIN,ENSG00000112851,5585.276212665296,0.12784345195030253,0.2067632696403544,0.6183083299692175,0.536372111958343,0.999963851841025,protein_coding
CCNI,ENSG00000118816,5543.102315262656,-0.13677114435727464,0.07727578703688799,-1.7699094322001048,0.07674222929629093,0.999963851841025,protein_coding
CD164,ENSG00000135535,5559.195293761458,0.09621964972337331,0.08353091773944539,1.1519046160070618,0.249360271196835,0.999963851841025,protein_coding
RALY,ENSG00000125970,5549.32954888087,0.01461104228864205,0.06895647615019615,0.21188789080255935,0.8321944978520777,0.999963851841025,protein_coding
ASPH,ENSG00000198363,5548.873236933571,0.20313310526261222,0.2269968883892162,0.8948717610362731,0.3708556438417412,0.999963851841025,protein_coding
CCT3,ENSG00000163468,5496.679036034454,-0.1235326186180304,0.11948275723611965,-1.0338949441374834,0.3011852788574386,0.999963851841025,protein_coding
EWSR1,ENSG00000182944,5465.178298984174,0.014252112070242203,0.15995670974275594,0.08909980764897327,0.9290025902619904,0.999963851841025,protein_coding
LMAN2,ENSG00000169223,5468.026789188189,-0.01461674453687752,0.07743980375245522,-0.18874976211976904,0.8502889479797687,0.999963851841025,protein_coding
HMGN1,ENSG00000205581,5490.592332653113,0.13551003673072035,0.11496668267816264,1.1786896305433698,0.23852178620881936,0.999963851841025,protein_coding
RNF145,ENSG00000145860,5462.786647872878,0.048698756160044765,0.19116517930650861,0.2547470011887605,0.7989185118241271,0.999963851841025,protein_coding
HNRNPF,ENSG00000169813,5424.563356473399,-0.08967716222045588,0.14165740874737842,-0.6330566329953109,0.5266966607379913,0.999963851841025,protein_coding
FUS,ENSG00000089280,5454.582994723024,0.07976208419329504,0.21695750905375788,0.3676391959935876,0.7131422843702983,0.999963851841025,protein_coding
LIMA1,ENSG00000050405,5441.866873391293,0.007942240488013355,0.20804975489645672,0.03817471686984727,0.9695483792129836,0.999963851841025,protein_coding
GNG12,ENSG00000172380,5431.5765967426405,0.0018048643812249461,0.1473042546726238,0.012252628990494301,0.9902240611051125,0.999963851841025,protein_coding
VAT1,ENSG00000108828,5448.519142671907,0.11206050714178593,0.19595076703744388,0.5718809312972605,0.5674026434108099,0.999963851841025,protein_coding
UBB,ENSG00000170315,5448.410650551641,0.050910343369205635,0.11239358661099498,0.45296484349601934,0.6505740571436747,0.999963851841025,protein_coding
ARHGDIA,ENSG00000141522,5400.694014699648,0.0021823137147326636,0.14449756878539385,0.01510277116131837,0.9879501901477323,0.999963851841025,protein_coding
RPL24,ENSG00000114391,5386.104964171523,0.001429752006076433,0.14668020329009285,0.009747409493623207,0.9922228156117063,0.999963851841025,protein_coding
RBM39,ENSG00000131051,5381.208826103279,-0.03431908677228406,0.05312897145460003,-0.6459580494911432,0.5183065238172158,0.999963851841025,protein_coding
STOM,ENSG00000148175,5411.161573559198,0.011390216734703648,0.5600163841873491,0.020339077670436766,0.9837728827539535,0.999963851841025,protein_coding
LOX,ENSG00000113083,5356.9373403874715,0.11875666909523189,0.16693304119863261,0.7114030166977192,0.4768345301488912,0.999963851841025,protein_coding
MAPRE1,ENSG00000101367,5370.416651224644,0.13615976094037882,0.10052656441263634,1.3544654762245445,0.17558792054311614,0.999963851841025,protein_coding
NSD1,ENSG00000165671,5369.2876118952,0.02453539930619967,0.1265218523195305,0.19392222652760097,0.8462367797970936,0.999963851841025,protein_coding
GDI2,ENSG00000057608,5350.576826814883,0.03934150228170839,0.10925755948953704,0.36008036849364095,0.718787033169298,0.999963851841025,protein_coding
HP1BP3,ENSG00000127483,5356.259830327541,0.05652646678451577,0.19110282958226996,0.2957908415489006,0.7673898175954114,0.999963851841025,protein_coding
PHLDB2,ENSG00000144824,5333.979029722398,0.0640254874442596,0.25298680677957236,0.253078365070812,0.8002076569562283,0.999963851841025,protein_coding
TEAD1,ENSG00000187079,5325.475905474093,0.07987761179880212,0.08397930868938495,0.9511582441604298,0.3415240515789395,0.999963851841025,protein_coding
RPS13,ENSG00000110700,5330.684755087651,0.09585215592445394,0.16524162517469776,0.5800727015551713,0.5618655918182391,0.999963851841025,protein_coding
ERGIC3,ENSG00000125991,5343.7618776627305,0.18263986491093157,0.11083025093831562,1.6479243109589523,0.09936820396011035,0.999963851841025,protein_coding
HK1,ENSG00000156515,5286.7658584380615,0.020020792675056666,0.15709584928897014,0.12744316775823528,0.8985896518328101,0.999963851841025,protein_coding
RPS23,ENSG00000186468,5295.85253516689,0.0937648762840007,0.17088584745007618,0.5486988986106286,0.5832121021601073,0.999963851841025,protein_coding
AFF4,ENSG00000072364,5274.9292609012055,-0.10792792292459738,0.08367854130231313,-1.2897921168902347,0.19712284572773625,0.999963851841025,protein_coding
ECE1,ENSG00000117298,5266.235262685684,-0.08320018117998108,0.11908675182841186,-0.698651864313685,0.4847696229159307,0.999963851841025,protein_coding
C6orf62,ENSG00000112308,5281.523438939159,0.036479293825617716,0.11796851936513249,0.3092290555305534,0.7571472931708931,0.999963851841025,protein_coding
BZW1,ENSG00000082153,5247.788570173303,-0.09771751829597677,0.09061148627552892,-1.0784230820233984,0.2808449907943189,0.999963851841025,protein_coding
HPCAL1,ENSG00000115756,5240.823783102241,-0.05024660929423962,0.1691503828417102,-0.29705288542716496,0.7664261335977915,0.999963851841025,protein_coding
MBOAT7,ENSG00000125505,5265.0699890618225,0.03193437439850479,0.19654779588390425,0.16247638013385615,0.8709307270484444,0.999963851841025,protein_coding
ITM2C,ENSG00000135916,5257.173640891943,0.028943395721283443,0.1251897348622175,0.23119623787955332,0.8171623525789005,0.999963851841025,protein_coding
TXNIP,ENSG00000265972,5255.04046765238,0.006994263147121993,0.13661386326737796,0.05119731614230804,0.9591682904501233,0.999963851841025,protein_coding
DSTN,ENSG00000125868,5261.126211115475,0.10349456506313331,0.14127094128562637,0.7325962729581061,0.46380470496193005,0.999963851841025,protein_coding
CEP250,ENSG00000126001,5275.753353331421,0.17307306831682778,0.14464924436121476,1.1965017106113165,0.23150083143475125,0.999963851841025,protein_coding
HSPA4,ENSG00000170606,5248.836122261195,0.05519976254496892,0.14319882101290096,0.38547637581454597,0.6998845060914134,0.999963851841025,protein_coding
RPL37,ENSG00000145592,5230.112802749348,0.08665633898178329,0.2048872606355193,0.42294644729493025,0.6723343336710963,0.999963851841025,protein_coding
MYBL1,ENSG00000185697,5269.462309496044,0.32212352954731754,0.21455562783949506,1.5013520399860683,0.13326453160742033,0.999963851841025,protein_coding
PLS3,ENSG00000102024,5229.780397079975,0.052634296276717965,0.16655441570204207,0.31601861802858605,0.7519883766087179,0.999963851841025,protein_coding
CKAP5,ENSG00000175216,5188.020279664713,-0.008346106547559125,0.21820274217916552,-0.0382493201698912,0.9694888978336802,0.999963851841025,protein_coding
TRIP12,ENSG00000153827,5171.815879926867,-0.049151624932820284,0.15739217003865102,-0.3122876120251093,0.7548219537983643,0.999963851841025,protein_coding
ST13,ENSG00000100380,5202.904946529598,0.09649884023032718,0.090674976849728,1.0642279003859116,0.287225470728843,0.999963851841025,protein_coding
RCC2,ENSG00000179051,5223.939684767017,0.20012886687956388,0.17214766842135956,1.1625418381486048,0.24501544037955691,0.999963851841025,protein_coding
ACLY,ENSG00000131473,5157.970384071546,-0.10978581992679633,0.1669029044612622,-0.6577825609516422,0.5106778618200195,0.999963851841025,protein_coding
MORF4L1,ENSG00000185787,5189.76062410381,0.12447681729826476,0.20317914681896537,0.6126456343926615,0.5401106771107107,0.999963851841025,protein_coding
ZNFX1,ENSG00000124201,5176.306070921383,0.02992780923795349,0.21931970128485856,0.13645745941939988,0.8914596523765764,0.999963851841025,protein_coding
SOD2,ENSG00000112096,5150.287873578445,-0.2830141751364351,0.15893817625821144,-1.7806557354518113,0.07496870856241068,0.999963851841025,protein_coding
CALM1,ENSG00000198668,5161.624725829931,0.011929363142527228,0.09554938353789377,0.12485023660876034,0.9006421154378766,0.999963851841025,protein_coding
ESYT1,ENSG00000139641,5162.765324832065,-0.0072048168072317035,0.06220334409117446,-0.11582684038130256,0.9077897781302653,0.999963851841025,protein_coding
SLC4A2,ENSG00000164889,5154.818380563754,0.007404563979865572,0.1990027657619,0.03720834708762228,0.9703188832089968,0.999963851841025,protein_coding
SDF4,ENSG00000078808,5172.3387801679655,0.20370481774493565,0.16250833102441825,1.253503844761825,0.21002240073635256,0.999963851841025,protein_coding
BAG6,ENSG00000204463,5098.487696387811,-0.12601971364120176,0.13315429202077994,-0.9464187126730789,0.34393506473061547,0.999963851841025,protein_coding
RAB7A,ENSG00000075785,5111.731634407713,-0.034450519912745343,0.10598280022597213,-0.3250576493477373,0.7451374407892288,0.999963851841025,protein_coding
DNAJA1,ENSG00000086061,5109.762061206423,0.0388203169966717,0.15758468381946575,0.2463457491918792,0.8054145981381023,0.999963851841025,protein_coding
STT3B,ENSG00000163527,5098.672727763661,0.05318527502880551,0.06411142380697911,0.8295756336488632,0.406778757960489,0.999963851841025,protein_coding
CTSZ,ENSG00000101160,5120.837709834739,0.1297576520311259,0.10800597550776733,1.2013932694103049,0.22959868573032383,0.999963851841025,protein_coding
FLII,ENSG00000177731,5095.827273227517,0.13931746391135857,0.1298557845203437,1.0728629796967772,0.28333259827353147,0.999963851841025,protein_coding
SLC38A1,ENSG00000111371,5071.9127860245635,-0.1008337293261419,0.10726187995586497,-0.9400705019120673,0.3471813984422657,0.999963851841025,protein_coding
SCRN1,ENSG00000136193,5074.437288012959,0.056352216810578996,0.15026291401752528,0.37502411808682606,0.7076425298687856,0.999963851841025,protein_coding
CCND1,ENSG00000110092,5126.663877624086,0.20170509348455407,0.5044569540043433,0.39984599653832387,0.6892699500255672,0.999963851841025,protein_coding
PXN,ENSG00000089159,5081.864457825836,0.10436166827705141,0.07936114993544925,1.3150221281059697,0.1885024657541739,0.999963851841025,protein_coding
G3BP2,ENSG00000138757,5057.668176801767,0.0278948778295744,0.10715090065080649,0.2603326491905175,0.7946071901760504,0.999963851841025,protein_coding
MAT2A,ENSG00000168906,5062.403044625153,0.1299503413327849,0.1691015835042829,0.7684750115275746,0.442205030820474,0.999963851841025,protein_coding
ARCN1,ENSG00000095139,5031.811664259589,-0.10259658321927585,0.17999214831731006,-0.5700058818032843,0.5686737087743374,0.999963851841025,protein_coding
DCAF7,ENSG00000136485,5033.72352536822,0.021695460711393007,0.22044943314510387,0.09841468132563831,0.9216030172601787,0.999963851841025,protein_coding
SUMO2,ENSG00000188612,5004.182452547231,-0.07314535442819368,0.17461465646081573,-0.418895847065437,0.6752922522959466,0.999963851841025,protein_coding
GNB2,ENSG00000172354,5009.163515780801,-0.14831827158212008,0.10357778511527825,-1.4319506003825755,0.1521579594372466,0.999963851841025,protein_coding
COLGALT1,ENSG00000130309,5032.441290781352,0.12747120432048342,0.14925188932426056,0.8540676094460887,0.393067529542733,0.999963851841025,protein_coding
SF3B3,ENSG00000189091,5017.42615518473,0.09071198010109714,0.17528116804777488,0.5175226814803776,0.6047913398580871,0.999963851841025,protein_coding
USP22,ENSG00000124422,4987.308649614359,-0.14202188657401543,0.14448545240259786,-0.9829493849545635,0.3256323503644062,0.999963851841025,protein_coding
FASN,ENSG00000169710,5021.172165750337,0.09605392039119397,0.20204358553531393,0.4754118777723102,0.6344934300477751,0.999963851841025,protein_coding
TM9SF3,ENSG00000077147,5007.673129413438,0.08978389277861065,0.11380592728475035,0.788921059919534,0.4301581459847827,0.999963851841025,protein_coding
TMEM30A,ENSG00000112697,4977.946282717322,-0.13758202800930117,0.09569425597151174,-1.4377250401555914,0.15051208539498595,0.999963851841025,protein_coding
PRNP,ENSG00000171867,4998.325358020072,0.09075592831198538,0.14561821226054206,0.623245725264115,0.5331230579229537,0.999963851841025,protein_coding
EIF4A2,ENSG00000156976,5006.634275673251,0.19586418924272633,0.1201604884382751,1.6300215802080336,0.1030969360907286,0.999963851841025,protein_coding
MICALL1,ENSG00000100139,5018.586501703462,0.05569316074552567,0.4116427054688537,0.13529490503686237,0.892378713233229,0.999963851841025,protein_coding
ATF4,ENSG00000128272,4987.10800749188,0.033375597171072226,0.20411381782784196,0.1635146386768513,0.8701132482675594,0.999963851841025,protein_coding
TPR,ENSG00000047410,4968.458950776417,0.07785665740936336,0.12206747829543574,0.6378165461969285,0.5235931074161242,0.999963851841025,protein_coding
IARS,ENSG00000196305,4978.806414427586,0.003870600198297279,0.23582640002162417,0.016412921530169492,0.9869049712479042,0.999963851841025,protein_coding
TTYH3,ENSG00000136295,5009.889188060543,0.14241218280106582,0.44101209940629366,0.32292125996721227,0.7467548750313042,0.999963851841025,protein_coding
TNFRSF12A,ENSG00000006327,4987.561626687953,0.09929786064167992,0.16588511250993437,0.5985941664037709,0.5494435471308176,0.999963851841025,protein_coding
SSRP1,ENSG00000149136,4945.737756200127,-0.05407072160009573,0.20719036777904082,-0.26097121299461046,0.7941147068937293,0.999963851841025,protein_coding
EIF2S2,ENSG00000125977,4967.325824603177,0.040854688061833774,0.10675047066025174,0.3827120181217703,0.7019333025116752,0.999963851841025,protein_coding
CYB5R3,ENSG00000100243,4914.597672518274,-0.103015136840103,0.16064380839129777,-0.6412642844545724,0.5213509897144408,0.999963851841025,protein_coding
TFDP1,ENSG00000198176,4944.000597097745,0.07167461926021704,0.15738205848667156,0.45541798060982314,0.6488085619941211,0.999963851841025,protein_coding
IER3,ENSG00000137331,4946.338148151224,-0.17099047209884005,0.5504099017494549,-0.31066023986006425,0.756058926579993,0.999963851841025,protein_coding
HN1L,ENSG00000206053,4923.1300490340855,-0.0580433413407369,0.07193808367005763,-0.8068513696716103,0.41975211919984,0.999963851841025,protein_coding
